                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                 1.0897,                 1.2776,                 1.2083,                0.55375,                0.38928,                0.41023,                 0.2785,                    nan,                    nan,                    nan,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.0878,                  1.278,                 1.2072,                0.55424,                0.38944,                0.41117,                0.27899,                    nan,                    nan,                    nan,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.0851,                 1.2777,                 1.2064,                0.55575,                0.39035,                0.41142,                0.27894,                    nan,                    nan,                    nan,               0.006832,               0.006832,               0.006832
                    162,                 1.0885,                 1.2746,                 1.2064,                0.55908,                0.38898,                 0.4115,                0.27908,                    nan,                    nan,                    nan,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.0904,                 1.2768,                 1.2074,                0.55922,                0.38836,                0.41124,                0.27882,                    nan,                    nan,                    nan,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.0846,                 1.2733,                 1.2051,                0.55853,                0.38837,                0.41098,                0.27895,                    nan,                    nan,                    nan,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.0867,                 1.2746,                  1.205,                0.55816,                 0.3881,                0.41096,                0.27872,                    nan,                    nan,                    nan,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.0872,                 1.2706,                 1.2046,                0.56249,                0.38704,                0.41097,                0.27879,                    nan,                    nan,                    nan,               0.006733,               0.006733,               0.006733
                    167,                 1.0818,                  1.268,                 1.2033,                0.56664,                 0.3849,                 0.4109,                0.27921,                    nan,                    nan,                    nan,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.0846,                 1.2663,                 1.2027,                0.56539,                0.38391,                0.41055,                0.27933,                    nan,                    nan,                    nan,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.0829,                 1.2664,                 1.2009,                0.56386,                0.38517,                0.41077,                0.27926,                    nan,                    nan,                    nan,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.0832,                 1.2635,                 1.2025,                0.56239,                0.38476,                0.41079,                0.27937,                    nan,                    nan,                    nan,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.0844,                 1.2643,                 1.2021,                 0.5626,                0.38465,                0.41045,                0.27901,                    nan,                    nan,                    nan,               0.006634,               0.006634,               0.006634
                    172,                 1.0828,                 1.2642,                 1.2024,                0.55248,                0.38858,                0.41045,                0.27932,                    nan,                    nan,                    nan,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.0788,                 1.2594,                 1.2002,                0.55197,                0.38902,                0.41072,                0.27979,                    nan,                    nan,                    nan,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.0802,                 1.2596,                 1.2012,                0.55931,                0.38721,                0.41065,                0.27929,                    nan,                    nan,                    nan,              0.0065746,              0.0065746,              0.0065746
                    175,                  1.082,                 1.2572,                 1.1998,                0.55918,                 0.3862,                0.41048,                0.27931,                    nan,                    nan,                    nan,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.0782,                 1.2544,                 1.1989,                 0.5637,                0.38626,                0.41095,                0.27975,                    nan,                    nan,                    nan,               0.006535,               0.006535,               0.006535
                    177,                 1.0801,                 1.2565,                 1.2009,                0.56578,                0.38633,                0.41131,                0.27991,                    nan,                    nan,                    nan,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.0818,                 1.2541,                 1.2001,                0.56197,                 0.3872,                0.41135,                 0.2795,                    nan,                    nan,                    nan,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.0819,                 1.2558,                 1.1997,                0.56148,                0.38734,                0.41171,                0.28011,                    nan,                    nan,                    nan,              0.0064756,              0.0064756,              0.0064756
                    180,                 1.0782,                 1.2514,                 1.1984,                0.56184,                0.38796,                0.41196,                0.28013,                    nan,                    nan,                    nan,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.0792,                 1.2517,                 1.1979,                 0.5614,                0.38778,                0.41192,                 0.2802,                    nan,                    nan,                    nan,               0.006436,               0.006436,               0.006436
                    182,                 1.0784,                 1.2491,                 1.1969,                0.56617,                0.38655,                0.41201,                0.28073,                    nan,                    nan,                    nan,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.0767,                 1.2464,                 1.1958,                0.56717,                0.38442,                0.41181,                 0.2806,                    nan,                    nan,                    nan,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.0784,                  1.249,                 1.1976,                0.57078,                0.38341,                0.41177,                0.28042,                    nan,                    nan,                    nan,              0.0063766,              0.0063766,              0.0063766
