                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
191,1.2142,0.78324,1.0015,0.58843,0.49013,0.51121,0.31687,1.2447,0.86729,1.0234,0.0052975,0.0052975,0.0052975
192,1.2148,0.78128,1.0024,0.58914,0.49067,0.51119,0.31699,1.2449,0.86733,1.0234,0.0052727,0.0052727,0.0052727
193,1.2114,0.77874,1.0017,0.58708,0.49142,0.51123,0.31698,1.245,0.86733,1.0234,0.005248,0.005248,0.005248
194,1.2109,0.77838,1.0034,0.58821,0.49138,0.51127,0.31714,1.2449,0.86718,1.0234,0.0052233,0.0052233,0.0052233
195,1.2104,0.77646,1.0019,0.58856,0.49162,0.51157,0.31734,1.2449,0.86729,1.0233,0.0051985,0.0051985,0.0051985
196,1.209,0.77525,1.0016,0.58831,0.49116,0.5114,0.31722,1.2447,0.86717,1.0232,0.0051737,0.0051737,0.0051737
197,1.2077,0.77185,1.0039,0.58991,0.49009,0.51114,0.31721,1.2448,0.86719,1.0232,0.005149,0.005149,0.005149
198,1.2101,0.76943,1.0015,0.58958,0.49015,0.51132,0.31728,1.2448,0.86722,1.0232,0.0051243,0.0051243,0.0051243
199,1.2051,0.76956,0.99763,0.58849,0.49064,0.51146,0.3173,1.2447,0.86704,1.0231,0.0050995,0.0050995,0.0050995
200,1.2017,0.76684,0.99835,0.59031,0.49017,0.51144,0.31738,1.2447,0.86691,1.023,0.0050747,0.0050747,0.0050747
201,1.2067,0.76821,0.99817,0.58968,0.49142,0.51141,0.31717,1.2446,0.86688,1.023,0.00505,0.00505,0.00505
202,1.2026,0.76669,0.99801,0.58972,0.49096,0.5116,0.3174,1.2446,0.86683,1.023,0.0050253,0.0050253,0.0050253
203,1.199,0.76158,0.99622,0.5904,0.49097,0.51172,0.31732,1.2449,0.8667,1.023,0.0050005,0.0050005,0.0050005
204,1.2029,0.76568,0.9993,0.59033,0.49112,0.51156,0.31743,1.2448,0.86679,1.0229,0.0049758,0.0049758,0.0049758
205,1.1973,0.76182,0.99698,0.58996,0.49107,0.51169,0.31744,1.2448,0.86675,1.0229,0.004951,0.004951,0.004951
206,1.1994,0.7581,0.99292,0.59233,0.4904,0.51187,0.3172,1.2449,0.86677,1.0229,0.0049263,0.0049263,0.0049263
207,1.1976,0.76224,0.99781,0.59095,0.49096,0.51177,0.31736,1.2449,0.86664,1.0229,0.0049015,0.0049015,0.0049015
208,1.1951,0.75725,0.99424,0.5906,0.49096,0.51171,0.31742,1.2448,0.86667,1.0229,0.0048768,0.0048768,0.0048768
209,1.195,0.7578,0.9987,0.58898,0.4922,0.51171,0.31738,1.245,0.86658,1.0229,0.004852,0.004852,0.004852
210,1.1985,0.75656,0.99781,0.5878,0.49286,0.51204,0.31747,1.245,0.86647,1.0229,0.0048272,0.0048272,0.0048272
211,1.1945,0.75361,0.99525,0.58786,0.49226,0.51203,0.31747,1.2449,0.86655,1.0228,0.0048025,0.0048025,0.0048025
212,1.196,0.75422,0.99425,0.58933,0.49172,0.51207,0.31766,1.2448,0.86643,1.0227,0.0047778,0.0047778,0.0047778
213,1.1854,0.75254,0.99178,0.59102,0.49096,0.51214,0.31786,1.2449,0.86638,1.0228,0.004753,0.004753,0.004753
214,1.1896,0.7492,0.9927,0.59079,0.49055,0.51234,0.31761,1.245,0.86638,1.0228,0.0047283,0.0047283,0.0047283
215,1.1847,0.74536,0.99064,0.59089,0.49042,0.51208,0.31766,1.2449,0.86615,1.0228,0.0047035,0.0047035,0.0047035
216,1.191,0.74856,0.99312,0.5891,0.49164,0.51219,0.31779,1.2451,0.86616,1.0228,0.0046788,0.0046788,0.0046788
217,1.1906,0.7492,0.99066,0.59205,0.48971,0.51224,0.31787,1.2451,0.866,1.0227,0.004654,0.004654,0.004654
218,1.1892,0.74737,0.99316,0.59066,0.49084,0.5123,0.31794,1.2453,0.86599,1.0228,0.0046293,0.0046293,0.0046293
219,1.1881,0.7465,0.99207,0.58876,0.4913,0.51245,0.31779,1.2454,0.86603,1.0228,0.0046045,0.0046045,0.0046045
220,1.1874,0.7448,0.99222,0.58779,0.49215,0.51249,0.31802,1.2455,0.86593,1.0228,0.0045798,0.0045798,0.0045798
221,1.1874,0.74381,0.9933,0.58864,0.49251,0.51274,0.31801,1.2457,0.86588,1.0228,0.004555,0.004555,0.004555
222,1.1836,0.73911,0.98863,0.58766,0.49353,0.51301,0.31826,1.2457,0.86577,1.0228,0.0045303,0.0045303,0.0045303
223,1.1833,0.74131,0.99224,0.58835,0.49328,0.51285,0.31823,1.2456,0.86589,1.0228,0.0045055,0.0045055,0.0045055
224,1.1781,0.73613,0.99107,0.58874,0.49336,0.51281,0.31809,1.2457,0.86557,1.0228,0.0044808,0.0044808,0.0044808
225,1.1847,0.7402,0.98999,0.58994,0.4927,0.51307,0.31812,1.2458,0.86566,1.0228,0.004456,0.004456,0.004456
226,1.1767,0.73479,0.9896,0.58925,0.49392,0.51315,0.31825,1.2458,0.86559,1.0227,0.0044313,0.0044313,0.0044313
227,1.1845,0.73535,0.98892,0.58847,0.49451,0.51327,0.31816,1.2458,0.86559,1.0228,0.0044065,0.0044065,0.0044065
228,1.1792,0.73376,0.98899,0.58943,0.49397,0.51331,0.3183,1.2459,0.86544,1.0228,0.0043818,0.0043818,0.0043818
229,1.1771,0.73321,0.98804,0.58969,0.49325,0.51318,0.31805,1.2459,0.86537,1.0227,0.004357,0.004357,0.004357
230,1.1774,0.72902,0.98629,0.58931,0.49292,0.5133,0.31813,1.2459,0.86531,1.0228,0.0043323,0.0043323,0.0043323
231,1.18,0.73221,0.98663,0.58855,0.49403,0.51334,0.31813,1.2459,0.86518,1.0228,0.0043075,0.0043075,0.0043075
232,1.1737,0.72732,0.98775,0.5876,0.49509,0.51312,0.31827,1.2461,0.86522,1.0228,0.0042828,0.0042828,0.0042828
233,1.1749,0.72758,0.98419,0.58922,0.49383,0.51323,0.31818,1.2461,0.86513,1.0228,0.004258,0.004258,0.004258
234,1.1733,0.72575,0.98597,0.58782,0.49468,0.51334,0.31825,1.2461,0.86501,1.0227,0.0042333,0.0042333,0.0042333
235,1.1727,0.72601,0.98677,0.58758,0.49567,0.51346,0.31825,1.2462,0.8651,1.0228,0.0042085,0.0042085,0.0042085
236,1.1703,0.72295,0.98323,0.58977,0.49511,0.51349,0.31848,1.2463,0.86493,1.0228,0.0041837,0.0041837,0.0041837
237,1.1724,0.72412,0.98855,0.58959,0.49501,0.51344,0.31838,1.2461,0.86484,1.0228,0.004159,0.004159,0.004159
238,1.1695,0.71975,0.9834,0.59001,0.49519,0.51336,0.31838,1.2463,0.8649,1.0228,0.0041342,0.0041342,0.0041342
239,1.1618,0.71641,0.98647,0.5892,0.49594,0.51344,0.31838,1.2463,0.86503,1.0228,0.0041095,0.0041095,0.0041095
240,1.171,0.72263,0.98427,0.59063,0.49515,0.51342,0.3185,1.2463,0.86512,1.0228,0.0040847,0.0040847,0.0040847
241,1.1663,0.71808,0.98343,0.58928,0.4958,0.51339,0.31821,1.2465,0.86514,1.0228,0.00406,0.00406,0.00406
242,1.1579,0.70787,0.98126,0.59107,0.49476,0.51357,0.31825,1.2465,0.86527,1.0228,0.0040352,0.0040352,0.0040352
243,1.1584,0.70999,0.97978,0.59117,0.49476,0.51358,0.31826,1.2465,0.86522,1.0228,0.0040105,0.0040105,0.0040105
244,1.1627,0.71143,0.97844,0.59106,0.4948,0.51371,0.31837,1.2467,0.8652,1.0228,0.0039857,0.0039857,0.0039857
245,1.1639,0.7124,0.9815,0.5897,0.49523,0.51396,0.31852,1.2467,0.86515,1.0228,0.003961,0.003961,0.003961
246,1.166,0.71239,0.98125,0.59137,0.49427,0.51404,0.31844,1.2467,0.86514,1.0229,0.0039362,0.0039362,0.0039362
247,1.1613,0.70889,0.98129,0.59004,0.49445,0.51408,0.3186,1.2467,0.86489,1.0228,0.0039115,0.0039115,0.0039115
248,1.1582,0.70569,0.98002,0.59083,0.49431,0.51402,0.31862,1.2467,0.86503,1.0229,0.0038867,0.0038867,0.0038867
249,1.164,0.71315,0.98356,0.59359,0.49371,0.51415,0.31866,1.2467,0.86479,1.0229,0.003862,0.003862,0.003862
250,1.1524,0.70343,0.97776,0.59472,0.49447,0.514,0.3187,1.2468,0.86504,1.0229,0.0038372,0.0038372,0.0038372
251,1.1624,0.70852,0.98117,0.59466,0.49455,0.51398,0.31869,1.2467,0.86484,1.0228,0.0038125,0.0038125,0.0038125
252,1.1544,0.70259,0.97663,0.59366,0.4955,0.51399,0.31883,1.2466,0.86493,1.0229,0.0037878,0.0037878,0.0037878
253,1.1561,0.70388,0.97823,0.59352,0.49513,0.51378,0.31885,1.2466,0.86496,1.0228,0.003763,0.003763,0.003763
254,1.1572,0.70558,0.97913,0.59384,0.49524,0.51363,0.3187,1.2468,0.86499,1.0229,0.0037383,0.0037383,0.0037383
255,1.1532,0.69975,0.97754,0.59385,0.49532,0.51375,0.31884,1.2468,0.86496,1.0228,0.0037135,0.0037135,0.0037135
256,1.1509,0.69762,0.97928,0.59444,0.49497,0.51396,0.31869,1.2469,0.8648,1.0228,0.0036888,0.0036888,0.0036888
257,1.1525,0.69808,0.97796,0.59451,0.49487,0.51407,0.31876,1.247,0.86489,1.0229,0.003664,0.003664,0.003664
258,1.1466,0.69368,0.97553,0.59418,0.49464,0.51425,0.31888,1.2471,0.86498,1.0229,0.0036393,0.0036393,0.0036393
259,1.1493,0.69825,0.97604,0.59547,0.49448,0.51433,0.31897,1.2471,0.86505,1.0229,0.0036145,0.0036145,0.0036145
260,1.1555,0.69994,0.97608,0.59508,0.49403,0.51435,0.31891,1.2471,0.86497,1.0229,0.0035898,0.0035898,0.0035898
261,1.1477,0.69329,0.97749,0.59508,0.49406,0.51442,0.319,1.2473,0.86508,1.0229,0.003565,0.003565,0.003565
262,1.1458,0.69056,0.97534,0.59531,0.49372,0.51443,0.31914,1.2474,0.86497,1.0229,0.0035403,0.0035403,0.0035403
263,1.1468,0.69232,0.97702,0.59572,0.49355,0.51433,0.31883,1.2473,0.86516,1.0229,0.0035155,0.0035155,0.0035155
264,1.1505,0.69401,0.97479,0.59685,0.49326,0.51459,0.31889,1.2474,0.8653,1.0229,0.0034908,0.0034908,0.0034908
265,1.1462,0.69093,0.97562,0.59707,0.49311,0.51443,0.31876,1.2474,0.86537,1.0229,0.003466,0.003466,0.003466
266,1.1475,0.68923,0.97549,0.59488,0.49355,0.51433,0.31866,1.2476,0.86525,1.0229,0.0034413,0.0034413,0.0034413
267,1.1448,0.69009,0.9768,0.59564,0.49345,0.51451,0.31864,1.2475,0.8653,1.0228,0.0034165,0.0034165,0.0034165
268,1.141,0.68688,0.97409,0.59589,0.4933,0.5147,0.31874,1.2476,0.86545,1.0229,0.0033918,0.0033918,0.0033918
269,1.1426,0.6848,0.97471,0.59446,0.4938,0.51466,0.31876,1.2475,0.86547,1.0228,0.003367,0.003367,0.003367
270,1.1395,0.68529,0.97286,0.59392,0.49463,0.51461,0.31885,1.2475,0.86538,1.0228,0.0033423,0.0033423,0.0033423
271,1.1404,0.68375,0.9731,0.59458,0.49466,0.51475,0.31863,1.2478,0.86543,1.0229,0.0033175,0.0033175,0.0033175
272,1.1346,0.6801,0.97105,0.59438,0.49412,0.51473,0.31865,1.2479,0.86559,1.0229,0.0032928,0.0032928,0.0032928
273,1.1307,0.67951,0.97006,0.59327,0.49583,0.51468,0.31873,1.2478,0.8655,1.0229,0.003268,0.003268,0.003268
274,1.1359,0.67815,0.97259,0.59334,0.49554,0.51476,0.31883,1.248,0.86558,1.023,0.0032433,0.0032433,0.0032433
275,1.1304,0.67638,0.97031,0.59348,0.49489,0.51483,0.31883,1.2481,0.8657,1.023,0.0032185,0.0032185,0.0032185
276,1.1327,0.67592,0.97003,0.59412,0.49503,0.51474,0.31888,1.2481,0.86576,1.023,0.0031938,0.0031938,0.0031938
277,1.1301,0.67365,0.97012,0.59513,0.49473,0.51491,0.319,1.2481,0.86586,1.023,0.003169,0.003169,0.003169
278,1.1269,0.67148,0.96852,0.59373,0.49538,0.51487,0.31893,1.2482,0.86596,1.023,0.0031443,0.0031443,0.0031443
279,1.1365,0.67449,0.97062,0.595,0.49605,0.51492,0.319,1.2482,0.8661,1.0229,0.0031195,0.0031195,0.0031195
280,1.1316,0.67342,0.9689,0.59405,0.49641,0.51492,0.31905,1.2484,0.86613,1.0229,0.0030948,0.0030948,0.0030948
281,1.1285,0.67049,0.96786,0.59401,0.49799,0.51489,0.31897,1.2484,0.86619,1.0229,0.00307,0.00307,0.00307
282,1.1287,0.66851,0.96753,0.59485,0.49759,0.51505,0.31902,1.2485,0.86636,1.0229,0.0030452,0.0030452,0.0030452
283,1.1238,0.66716,0.96736,0.59422,0.49782,0.51516,0.31913,1.2486,0.86633,1.0229,0.0030205,0.0030205,0.0030205
284,1.1267,0.66939,0.96696,0.59416,0.49859,0.51513,0.31919,1.2485,0.86623,1.0229,0.0029957,0.0029957,0.0029957
285,1.1273,0.66843,0.96843,0.59399,0.49805,0.51488,0.31901,1.2487,0.86632,1.0229,0.002971,0.002971,0.002971
286,1.1183,0.66194,0.96547,0.59382,0.49762,0.51498,0.31919,1.2489,0.86644,1.023,0.0029462,0.0029462,0.0029462
287,1.1211,0.66406,0.96482,0.59408,0.49728,0.51491,0.31922,1.2488,0.86652,1.0229,0.0029215,0.0029215,0.0029215
288,1.124,0.66521,0.96513,0.59298,0.49743,0.51474,0.31921,1.2488,0.86662,1.0229,0.0028967,0.0028967,0.0028967
289,1.1237,0.6637,0.96584,0.5933,0.49745,0.51472,0.31916,1.2489,0.86662,1.023,0.002872,0.002872,0.002872
290,1.1226,0.66186,0.96425,0.59174,0.49893,0.51482,0.31925,1.2489,0.8668,1.023,0.0028472,0.0028472,0.0028472
291,1.1171,0.65927,0.96296,0.59459,0.49661,0.51493,0.31943,1.2491,0.86673,1.023,0.0028225,0.0028225,0.0028225
292,1.1171,0.65684,0.96636,0.592,0.49825,0.51452,0.31929,1.2493,0.8669,1.023,0.0027977,0.0027977,0.0027977
293,1.1211,0.65962,0.96458,0.59246,0.49765,0.51467,0.31927,1.2493,0.86708,1.023,0.002773,0.002773,0.002773
294,1.1183,0.65666,0.96037,0.59523,0.49636,0.51465,0.31931,1.2496,0.86732,1.0231,0.0027482,0.0027482,0.0027482
295,1.1123,0.65248,0.96048,0.59342,0.49766,0.51468,0.31918,1.2496,0.86741,1.023,0.0027235,0.0027235,0.0027235
296,1.1156,0.65364,0.96418,0.59413,0.4977,0.51469,0.31926,1.2497,0.86754,1.0231,0.0026987,0.0026987,0.0026987
297,1.1091,0.65214,0.9595,0.59283,0.49833,0.51469,0.31929,1.2498,0.8677,1.0231,0.002674,0.002674,0.002674
298,1.1104,0.65151,0.96127,0.59307,0.49763,0.51464,0.31914,1.2501,0.86777,1.0231,0.0026492,0.0026492,0.0026492
299,1.1131,0.65362,0.95987,0.5921,0.49855,0.51467,0.31935,1.2501,0.86796,1.0231,0.0026245,0.0026245,0.0026245
300,1.1077,0.65203,0.96059,0.59315,0.49772,0.51453,0.31953,1.2503,0.86801,1.0232,0.0025997,0.0025997,0.0025997
301,1.1113,0.65087,0.96115,0.5921,0.49802,0.5147,0.31949,1.2505,0.86832,1.0232,0.002575,0.002575,0.002575
302,1.1089,0.64852,0.96088,0.59154,0.49853,0.51467,0.31935,1.2506,0.86851,1.0232,0.0025503,0.0025503,0.0025503
303,1.1083,0.647,0.96078,0.59212,0.49741,0.5145,0.3194,1.2507,0.86863,1.0232,0.0025255,0.0025255,0.0025255
304,1.1063,0.6463,0.95868,0.59124,0.49788,0.51404,0.31924,1.251,0.86908,1.0234,0.0025008,0.0025008,0.0025008
305,1.1048,0.64623,0.96021,0.59136,0.49745,0.51405,0.31914,1.2511,0.8691,1.0233,0.002476,0.002476,0.002476
306,1.1026,0.64239,0.9583,0.5922,0.49768,0.51392,0.31929,1.2512,0.86958,1.0234,0.0024513,0.0024513,0.0024513
307,1.1004,0.64235,0.95788,0.59016,0.49856,0.51392,0.3191,1.2513,0.86972,1.0234,0.0024265,0.0024265,0.0024265
308,1.0991,0.64181,0.9554,0.59067,0.49867,0.51404,0.31917,1.2515,0.86998,1.0234,0.0024018,0.0024018,0.0024018
309,1.1006,0.64196,0.95929,0.59092,0.49791,0.51406,0.31918,1.2516,0.87014,1.0235,0.002377,0.002377,0.002377
310,1.0945,0.63826,0.95641,0.59179,0.49816,0.51414,0.31914,1.2517,0.87033,1.0235,0.0023523,0.0023523,0.0023523
311,1.0939,0.63623,0.95625,0.59156,0.49893,0.5141,0.31905,1.2519,0.87077,1.0236,0.0023275,0.0023275,0.0023275
312,1.0973,0.63735,0.9541,0.59255,0.49803,0.51389,0.31901,1.252,0.87081,1.0236,0.0023028,0.0023028,0.0023028
313,1.0927,0.63411,0.9539,0.59236,0.49752,0.51391,0.31896,1.2523,0.87108,1.0237,0.002278,0.002278,0.002278
314,1.0948,0.63546,0.95602,0.59296,0.49735,0.51401,0.31909,1.2524,0.87143,1.0237,0.0022533,0.0022533,0.0022533
315,1.0933,0.63333,0.95455,0.59382,0.49731,0.51389,0.31892,1.2525,0.87147,1.0237,0.0022285,0.0022285,0.0022285
316,1.0966,0.63683,0.95332,0.59433,0.49727,0.51396,0.31891,1.2526,0.87155,1.0237,0.0022038,0.0022038,0.0022038
317,1.0888,0.62981,0.95473,0.59383,0.49761,0.51367,0.31892,1.2528,0.87166,1.0237,0.002179,0.002179,0.002179
318,1.0904,0.62915,0.9535,0.59282,0.49795,0.51368,0.31865,1.253,0.87204,1.0238,0.0021543,0.0021543,0.0021543
319,1.085,0.62716,0.95261,0.59335,0.49749,0.51347,0.31869,1.253,0.87224,1.0237,0.0021295,0.0021295,0.0021295
320,1.0932,0.63242,0.95007,0.59274,0.49766,0.51359,0.31858,1.2533,0.87248,1.0238,0.0021048,0.0021048,0.0021048
321,1.0859,0.62538,0.95077,0.5934,0.49711,0.51357,0.31889,1.2534,0.87258,1.0238,0.00208,0.00208,0.00208
322,1.0859,0.62628,0.95253,0.59271,0.49776,0.51359,0.31875,1.2538,0.87298,1.0239,0.0020553,0.0020553,0.0020553
323,1.0819,0.6234,0.95114,0.59298,0.49756,0.51361,0.31863,1.2538,0.87301,1.0239,0.0020305,0.0020305,0.0020305
324,1.0865,0.6255,0.952,0.59048,0.49887,0.51356,0.31861,1.254,0.87327,1.0241,0.0020058,0.0020058,0.0020058
325,1.0795,0.62023,0.94908,0.5909,0.49854,0.51351,0.31862,1.2541,0.87352,1.0241,0.001981,0.001981,0.001981
326,1.0813,0.62035,0.95185,0.59245,0.49695,0.51331,0.31843,1.2544,0.87385,1.0242,0.0019563,0.0019563,0.0019563
327,1.0781,0.6193,0.94972,0.59176,0.4978,0.51331,0.31847,1.2544,0.87408,1.0241,0.0019315,0.0019315,0.0019315
328,1.078,0.6196,0.9518,0.59248,0.49684,0.51334,0.31852,1.2545,0.87421,1.0242,0.0019068,0.0019068,0.0019068
329,1.082,0.62064,0.9507,0.5926,0.49714,0.51344,0.31853,1.2546,0.87443,1.0242,0.001882,0.001882,0.001882
330,1.0776,0.61925,0.94951,0.59241,0.49672,0.51337,0.31856,1.2547,0.87466,1.0242,0.0018572,0.0018572,0.0018572
331,1.0745,0.61771,0.94707,0.59268,0.49611,0.51317,0.31841,1.2548,0.87494,1.0242,0.0018325,0.0018325,0.0018325
332,1.0752,0.61599,0.94924,0.59153,0.49645,0.5131,0.31845,1.255,0.87523,1.0244,0.0018077,0.0018077,0.0018077
333,1.0701,0.61289,0.94719,0.59162,0.49574,0.51318,0.31849,1.2553,0.87548,1.0244,0.001783,0.001783,0.001783
334,1.067,0.6104,0.94613,0.58997,0.49737,0.51306,0.31851,1.2554,0.8757,1.0245,0.0017582,0.0017582,0.0017582
335,1.0652,0.60873,0.94543,0.58989,0.49698,0.51278,0.31837,1.2557,0.87605,1.0245,0.0017335,0.0017335,0.0017335
336,1.0706,0.61261,0.94695,0.58982,0.49584,0.51267,0.31831,1.2558,0.87625,1.0245,0.0017087,0.0017087,0.0017087
337,1.067,0.60854,0.94838,0.59,0.49579,0.51249,0.31804,1.2562,0.87646,1.0246,0.001684,0.001684,0.001684
338,1.071,0.61168,0.94523,0.591,0.49564,0.51266,0.3183,1.2564,0.87676,1.0246,0.0016592,0.0016592,0.0016592
339,1.0692,0.61099,0.94783,0.59059,0.4962,0.51262,0.31827,1.2567,0.8772,1.0247,0.0016345,0.0016345,0.0016345
340,1.0619,0.60498,0.9449,0.59072,0.49578,0.51253,0.31819,1.257,0.87736,1.0248,0.0016097,0.0016097,0.0016097
341,1.0661,0.60525,0.94481,0.58948,0.49619,0.51237,0.31809,1.2573,0.87768,1.0249,0.001585,0.001585,0.001585
342,1.0519,0.60008,0.94348,0.59068,0.49492,0.51238,0.31824,1.2574,0.87801,1.0249,0.0015602,0.0015602,0.0015602
343,1.0682,0.60638,0.9441,0.59012,0.49566,0.51271,0.31827,1.2577,0.87818,1.0249,0.0015355,0.0015355,0.0015355
344,1.0668,0.60593,0.94618,0.58989,0.49536,0.51251,0.31822,1.2576,0.87835,1.0249,0.0015107,0.0015107,0.0015107
345,1.0569,0.59951,0.94278,0.59035,0.49517,0.51236,0.31815,1.2579,0.87858,1.025,0.001486,0.001486,0.001486
346,1.0543,0.59868,0.94112,0.59073,0.49527,0.51229,0.31813,1.258,0.87885,1.025,0.0014612,0.0014612,0.0014612
347,1.0584,0.60045,0.94269,0.59043,0.49524,0.51229,0.31815,1.2582,0.87916,1.0251,0.0014365,0.0014365,0.0014365
348,1.0584,0.60042,0.93893,0.59077,0.49377,0.51186,0.31807,1.2583,0.87931,1.0251,0.0014117,0.0014117,0.0014117
349,1.0517,0.59602,0.94231,0.59024,0.49481,0.51208,0.31793,1.2586,0.87948,1.0251,0.001387,0.001387,0.001387
350,1.0555,0.59681,0.9426,0.58953,0.49375,0.52323,0.31011,1.2588,0.8795,1.0252,0.0013622,0.0013622,0.0013622
